rank,player,#,s,pos,db,att,com,completion_percent,yards,ypa,td,int,grades_offense,pass,run,fum,btt,btt_pct,twp,twp_pct,adot,adj_pct,drp,drp_pct,bat,hat,ta,dpr,sk,p2s_pct,ttt,scr,first,qb_rating,pen
1,Michael Penix Jr.,#09,*,QB,43,43,25,58.1,485,11.3,3,1,91,90.9,60.5,70.2,6,13.6,1,2.2,14.0,66.7,3,10.7,0,0,1,6,0,0,2.58,0,15,111.1,1 (0)
