player,left_beh_attempts,left_beh_accuracy_percent,left_sho_attempts,left_sho_accuracy_percent,left_med_attempts,left_med_accuracy_percent,left_dee_attempts,left_dee_accuracy_percent,center_beh_attempts,center_beh_accuracy_percent,center_sho_attempts,center_sho_accuracy_percent,center_med_attempts,center_med_accuracy_percent,center_dee_attempts,center_dee_accuracy_percent,right_beh_attempts,right_beh_accuracy_percent,right_sho_attempts,right_sho_accuracy_percent,right_med_attempts,right_med_accuracy_percent,right_dee_attempts,right_dee_accuracy_percent
Michael Penix Jr.,1,0,1,100,2,0,2,100,5,80,11,81.8,4,75,9,44.4,0,0,4,50,1,0,2,0
