player,player_id,position,team_name,player_game_count,base_attempts,base_dropbacks,behind_los_accuracy_percent,behind_los_aimed_passes,behind_los_attempts,behind_los_attempts_percent,behind_los_avg_depth_of_target,behind_los_avg_time_to_throw,behind_los_bats,behind_los_big_time_throws,behind_los_btt_rate,behind_los_completion_percent,behind_los_completions,behind_los_def_gen_pressures,behind_los_drop_rate,behind_los_dropbacks,behind_los_drops,behind_los_first_downs,behind_los_grades_pass,behind_los_hit_as_threw,behind_los_interceptions,behind_los_passing_snaps,behind_los_pressure_to_sack_rate,behind_los_qb_rating,behind_los_sack_percent,behind_los_sacks,behind_los_scrambles,behind_los_spikes,behind_los_thrown_aways,behind_los_touchdowns,behind_los_turnover_worthy_plays,behind_los_twp_rate,behind_los_yards,behind_los_ypa,center_behind_los_accuracy_percent,center_behind_los_aimed_passes,center_behind_los_attempts,center_behind_los_attempts_percent,center_behind_los_avg_depth_of_target,center_behind_los_avg_time_to_throw,center_behind_los_bats,center_behind_los_big_time_throws,center_behind_los_btt_rate,center_behind_los_completion_percent,center_behind_los_completions,center_behind_los_def_gen_pressures,center_behind_los_drop_rate,center_behind_los_dropbacks,center_behind_los_drops,center_behind_los_first_downs,center_behind_los_grades_pass,center_behind_los_hit_as_threw,center_behind_los_interceptions,center_behind_los_passing_snaps,center_behind_los_pressure_to_sack_rate,center_behind_los_qb_rating,center_behind_los_sack_percent,center_behind_los_sacks,center_behind_los_scrambles,center_behind_los_spikes,center_behind_los_thrown_aways,center_behind_los_touchdowns,center_behind_los_turnover_worthy_plays,center_behind_los_twp_rate,center_behind_los_yards,center_behind_los_ypa,center_deep_accuracy_percent,center_deep_aimed_passes,center_deep_attempts,center_deep_attempts_percent,center_deep_avg_depth_of_target,center_deep_avg_time_to_throw,center_deep_bats,center_deep_big_time_throws,center_deep_btt_rate,center_deep_completion_percent,center_deep_completions,center_deep_def_gen_pressures,center_deep_drop_rate,center_deep_dropbacks,center_deep_drops,center_deep_first_downs,center_deep_grades_pass,center_deep_hit_as_threw,center_deep_interceptions,center_deep_passing_snaps,center_deep_pressure_to_sack_rate,center_deep_qb_rating,center_deep_sack_percent,center_deep_sacks,center_deep_scrambles,center_deep_spikes,center_deep_thrown_aways,center_deep_touchdowns,center_deep_turnover_worthy_plays,center_deep_twp_rate,center_deep_yards,center_deep_ypa,center_medium_accuracy_percent,center_medium_aimed_passes,center_medium_attempts,center_medium_attempts_percent,center_medium_avg_depth_of_target,center_medium_avg_time_to_throw,center_medium_bats,center_medium_big_time_throws,center_medium_btt_rate,center_medium_completion_percent,center_medium_completions,center_medium_def_gen_pressures,center_medium_drop_rate,center_medium_dropbacks,center_medium_drops,center_medium_first_downs,center_medium_grades_pass,center_medium_hit_as_threw,center_medium_interceptions,center_medium_passing_snaps,center_medium_pressure_to_sack_rate,center_medium_qb_rating,center_medium_sack_percent,center_medium_sacks,center_medium_scrambles,center_medium_spikes,center_medium_thrown_aways,center_medium_touchdowns,center_medium_turnover_worthy_plays,center_medium_twp_rate,center_medium_yards,center_medium_ypa,center_short_accuracy_percent,center_short_aimed_passes,center_short_attempts,center_short_attempts_percent,center_short_avg_depth_of_target,center_short_avg_time_to_throw,center_short_bats,center_short_big_time_throws,center_short_btt_rate,center_short_completion_percent,center_short_completions,center_short_def_gen_pressures,center_short_drop_rate,center_short_dropbacks,center_short_drops,center_short_first_downs,center_short_grades_pass,center_short_hit_as_threw,center_short_interceptions,center_short_passing_snaps,center_short_pressure_to_sack_rate,center_short_qb_rating,center_short_sack_percent,center_short_sacks,center_short_scrambles,center_short_spikes,center_short_thrown_aways,center_short_touchdowns,center_short_turnover_worthy_plays,center_short_twp_rate,center_short_yards,center_short_ypa,declined_penalties,deep_accuracy_percent,deep_aimed_passes,deep_attempts,deep_attempts_percent,deep_avg_depth_of_target,deep_avg_time_to_throw,deep_bats,deep_big_time_throws,deep_btt_rate,deep_completion_percent,deep_completions,deep_def_gen_pressures,deep_drop_rate,deep_dropbacks,deep_drops,deep_first_downs,deep_grades_pass,deep_hit_as_threw,deep_interceptions,deep_passing_snaps,deep_pressure_to_sack_rate,deep_qb_rating,deep_sack_percent,deep_sacks,deep_scrambles,deep_spikes,deep_thrown_aways,deep_touchdowns,deep_turnover_worthy_plays,deep_twp_rate,deep_yards,deep_ypa,franchise_id,left_behind_los_accuracy_percent,left_behind_los_aimed_passes,left_behind_los_attempts,left_behind_los_attempts_percent,left_behind_los_avg_depth_of_target,left_behind_los_avg_time_to_throw,left_behind_los_bats,left_behind_los_big_time_throws,left_behind_los_btt_rate,left_behind_los_completion_percent,left_behind_los_completions,left_behind_los_def_gen_pressures,left_behind_los_drop_rate,left_behind_los_dropbacks,left_behind_los_drops,left_behind_los_first_downs,left_behind_los_grades_pass,left_behind_los_hit_as_threw,left_behind_los_interceptions,left_behind_los_passing_snaps,left_behind_los_pressure_to_sack_rate,left_behind_los_qb_rating,left_behind_los_sack_percent,left_behind_los_sacks,left_behind_los_scrambles,left_behind_los_spikes,left_behind_los_thrown_aways,left_behind_los_touchdowns,left_behind_los_turnover_worthy_plays,left_behind_los_twp_rate,left_behind_los_yards,left_behind_los_ypa,left_deep_accuracy_percent,left_deep_aimed_passes,left_deep_attempts,left_deep_attempts_percent,left_deep_avg_depth_of_target,left_deep_avg_time_to_throw,left_deep_bats,left_deep_big_time_throws,left_deep_btt_rate,left_deep_completion_percent,left_deep_completions,left_deep_def_gen_pressures,left_deep_drop_rate,left_deep_dropbacks,left_deep_drops,left_deep_first_downs,left_deep_grades_pass,left_deep_hit_as_threw,left_deep_interceptions,left_deep_passing_snaps,left_deep_pressure_to_sack_rate,left_deep_qb_rating,left_deep_sack_percent,left_deep_sacks,left_deep_scrambles,left_deep_spikes,left_deep_thrown_aways,left_deep_touchdowns,left_deep_turnover_worthy_plays,left_deep_twp_rate,left_deep_yards,left_deep_ypa,left_medium_accuracy_percent,left_medium_aimed_passes,left_medium_attempts,left_medium_attempts_percent,left_medium_avg_depth_of_target,left_medium_avg_time_to_throw,left_medium_bats,left_medium_big_time_throws,left_medium_btt_rate,left_medium_completion_percent,left_medium_completions,left_medium_def_gen_pressures,left_medium_drop_rate,left_medium_dropbacks,left_medium_drops,left_medium_first_downs,left_medium_grades_pass,left_medium_hit_as_threw,left_medium_interceptions,left_medium_passing_snaps,left_medium_pressure_to_sack_rate,left_medium_qb_rating,left_medium_sack_percent,left_medium_sacks,left_medium_scrambles,left_medium_spikes,left_medium_thrown_aways,left_medium_touchdowns,left_medium_turnover_worthy_plays,left_medium_twp_rate,left_medium_yards,left_medium_ypa,left_short_accuracy_percent,left_short_aimed_passes,left_short_attempts,left_short_attempts_percent,left_short_avg_depth_of_target,left_short_avg_time_to_throw,left_short_bats,left_short_big_time_throws,left_short_btt_rate,left_short_completion_percent,left_short_completions,left_short_def_gen_pressures,left_short_drop_rate,left_short_dropbacks,left_short_drops,left_short_first_downs,left_short_grades_pass,left_short_hit_as_threw,left_short_interceptions,left_short_passing_snaps,left_short_pressure_to_sack_rate,left_short_qb_rating,left_short_sack_percent,left_short_sacks,left_short_scrambles,left_short_spikes,left_short_thrown_aways,left_short_touchdowns,left_short_turnover_worthy_plays,left_short_twp_rate,left_short_yards,left_short_ypa,medium_accuracy_percent,medium_aimed_passes,medium_attempts,medium_attempts_percent,medium_avg_depth_of_target,medium_avg_time_to_throw,medium_bats,medium_big_time_throws,medium_btt_rate,medium_completion_percent,medium_completions,medium_def_gen_pressures,medium_drop_rate,medium_dropbacks,medium_drops,medium_first_downs,medium_grades_pass,medium_hit_as_threw,medium_interceptions,medium_passing_snaps,medium_pressure_to_sack_rate,medium_qb_rating,medium_sack_percent,medium_sacks,medium_scrambles,medium_spikes,medium_thrown_aways,medium_touchdowns,medium_turnover_worthy_plays,medium_twp_rate,medium_yards,medium_ypa,penalties,right_behind_los_accuracy_percent,right_behind_los_aimed_passes,right_behind_los_attempts,right_behind_los_attempts_percent,right_behind_los_avg_depth_of_target,right_behind_los_avg_time_to_throw,right_behind_los_bats,right_behind_los_big_time_throws,right_behind_los_btt_rate,right_behind_los_completion_percent,right_behind_los_completions,right_behind_los_def_gen_pressures,right_behind_los_drop_rate,right_behind_los_dropbacks,right_behind_los_drops,right_behind_los_first_downs,right_behind_los_grades_pass,right_behind_los_hit_as_threw,right_behind_los_interceptions,right_behind_los_passing_snaps,right_behind_los_pressure_to_sack_rate,right_behind_los_qb_rating,right_behind_los_sack_percent,right_behind_los_sacks,right_behind_los_scrambles,right_behind_los_spikes,right_behind_los_thrown_aways,right_behind_los_touchdowns,right_behind_los_turnover_worthy_plays,right_behind_los_twp_rate,right_behind_los_yards,right_behind_los_ypa,right_deep_accuracy_percent,right_deep_aimed_passes,right_deep_attempts,right_deep_attempts_percent,right_deep_avg_depth_of_target,right_deep_avg_time_to_throw,right_deep_bats,right_deep_big_time_throws,right_deep_btt_rate,right_deep_completion_percent,right_deep_completions,right_deep_def_gen_pressures,right_deep_drop_rate,right_deep_dropbacks,right_deep_drops,right_deep_first_downs,right_deep_grades_pass,right_deep_hit_as_threw,right_deep_interceptions,right_deep_passing_snaps,right_deep_pressure_to_sack_rate,right_deep_qb_rating,right_deep_sack_percent,right_deep_sacks,right_deep_scrambles,right_deep_spikes,right_deep_thrown_aways,right_deep_touchdowns,right_deep_turnover_worthy_plays,right_deep_twp_rate,right_deep_yards,right_deep_ypa,right_medium_accuracy_percent,right_medium_aimed_passes,right_medium_attempts,right_medium_attempts_percent,right_medium_avg_depth_of_target,right_medium_avg_time_to_throw,right_medium_bats,right_medium_big_time_throws,right_medium_btt_rate,right_medium_completion_percent,right_medium_completions,right_medium_def_gen_pressures,right_medium_drop_rate,right_medium_dropbacks,right_medium_drops,right_medium_first_downs,right_medium_grades_pass,right_medium_hit_as_threw,right_medium_interceptions,right_medium_passing_snaps,right_medium_pressure_to_sack_rate,right_medium_qb_rating,right_medium_sack_percent,right_medium_sacks,right_medium_scrambles,right_medium_spikes,right_medium_thrown_aways,right_medium_touchdowns,right_medium_turnover_worthy_plays,right_medium_twp_rate,right_medium_yards,right_medium_ypa,right_short_accuracy_percent,right_short_aimed_passes,right_short_attempts,right_short_attempts_percent,right_short_avg_depth_of_target,right_short_avg_time_to_throw,right_short_bats,right_short_big_time_throws,right_short_btt_rate,right_short_completion_percent,right_short_completions,right_short_def_gen_pressures,right_short_drop_rate,right_short_dropbacks,right_short_drops,right_short_first_downs,right_short_grades_pass,right_short_hit_as_threw,right_short_interceptions,right_short_passing_snaps,right_short_pressure_to_sack_rate,right_short_qb_rating,right_short_sack_percent,right_short_sacks,right_short_scrambles,right_short_spikes,right_short_thrown_aways,right_short_touchdowns,right_short_turnover_worthy_plays,right_short_twp_rate,right_short_yards,right_short_ypa,short_accuracy_percent,short_aimed_passes,short_attempts,short_attempts_percent,short_avg_depth_of_target,short_avg_time_to_throw,short_bats,short_big_time_throws,short_btt_rate,short_completion_percent,short_completions,short_def_gen_pressures,short_drop_rate,short_dropbacks,short_drops,short_first_downs,short_grades_pass,short_hit_as_threw,short_interceptions,short_passing_snaps,short_pressure_to_sack_rate,short_qb_rating,short_sack_percent,short_sacks,short_scrambles,short_spikes,short_thrown_aways,short_touchdowns,short_turnover_worthy_plays,short_twp_rate,short_yards,short_ypa
Will Rogers,124184,QB,MISS STATE,13,614,655,94.4,126,126,20.5,-2.9,2.21,0,0,0.0,92.1,116,24,2.5,126,3,25,72.8,0,0,131,0.0,90.9,0.0,0,0,0,0,1,0,0.0,652,5.2,95.3,106,106,17.3,-3.0,2.15,0,0,0.0,92.5,98,19,3.0,106,3,22,74.2,0,0,109,0.0,92.3,0.0,0,0,0,0,1,0,0.0,571,5.4,45.5,22,22,3.6,27.4,2.92,0,5,20.8,36.4,8,5,20.0,22,2,8,81.2,0,2,24,0.0,84.7,0.0,0,0,0,0,3,3,12.5,267,12.1,64.2,67,67,10.9,13.4,2.84,0,2,2.9,58.2,39,8,9.3,67,4,38,86.5,0,2,68,0.0,111.5,0.0,0,0,0,0,7,5,7.4,619,9.2,84.4,211,211,34.4,3.8,2.33,0,0,0.0,77.3,163,25,8.4,211,15,76,71.2,0,2,224,0.0,97.6,0.0,0,0,0,0,5,3,1.3,1375,6.5,0,52.5,40,40,6.5,26.6,2.71,0,11,25.0,42.5,17,7,19.0,40,4,17,91.3,0,2,44,0.0,108.3,0.0,0,0,0,0,9,3,6.8,541,13.5,227,100.0,10,10,1.6,-2.7,2.33,0,0,0.0,100.0,10,2,0.0,10,0,3,68.0,0,0,11,0.0,88.8,0.0,0,0,0,0,0,0,0.0,53,5.3,72.7,11,11,1.8,24.7,2.58,0,3,25.0,63.6,7,1,12.5,11,1,7,91.6,0,0,12,0.0,146.8,0.0,0,0,0,0,4,0,0.0,217,19.7,46.4,28,28,4.6,13.4,2.33,0,0,0.0,42.9,12,3,7.7,28,1,12,52.8,0,0,32,0.0,101.5,0.0,0,0,0,0,5,2,6.3,162,5.8,66.7,33,33,5.4,4.5,2.27,0,0,0.0,66.7,22,6,0.0,33,0,14,53.9,0,1,33,0.0,103.3,0.0,0,0,0,0,3,0,0.0,222,6.7,57.5,120,120,19.5,13.4,2.63,0,3,2.4,53.3,64,15,7.2,120,5,62,74.1,0,3,127,0.0,109.1,0.0,0,0,0,0,15,8,6.3,963,8.0,0,80.0,10,10,1.6,-1.8,2.69,0,0,0.0,80.0,8,3,0.0,10,0,0,54.8,0,0,11,0.0,79.2,0.0,0,0,0,0,0,0,0.0,28,2.8,42.9,7,7,1.1,27.1,2.24,0,3,37.5,28.6,2,1,33.3,7,1,2,84.5,0,0,8,0.0,100.6,0.0,0,0,0,0,2,0,0.0,57,8.1,52.0,25,25,4.1,13.2,2.4,0,1,3.7,52.0,13,4,0.0,25,0,12,60.7,0,1,27,0.0,98.7,0.0,0,0,0,0,3,1,3.7,182,7.3,94.3,35,35,5.7,4.7,2.22,0,0,0.0,85.7,30,5,9.1,35,3,13,80.2,0,0,36,0.0,109.8,0.0,0,0,0,0,2,1,2.8,202,5.8,83.5,279,279,45.4,4.0,2.31,0,0,0.0,77.1,215,36,7.7,279,18,103,71.9,0,3,293,0.0,100.6,0.0,0,0,0,0,10,4,1.4,1799,6.4
Austin Reed,111760,QB,W KENTUCKY,14,605,643,94.9,177,177,29.3,-2.9,1.6,0,0,0.0,92.7,164,14,2.4,177,4,50,73.1,0,0,180,0.0,104.3,0.0,0,0,0,0,6,1,0.6,1119,6.3,94.7,114,114,18.8,-3.1,1.56,0,0,0.0,92.1,105,8,2.8,114,3,34,71.3,0,0,117,0.0,107.2,0.0,0,0,0,0,4,1,0.9,789,6.9,56.1,41,41,6.8,29.8,2.89,0,13,29.5,48.8,20,8,13.0,41,3,20,91.9,0,4,44,0.0,94.8,0.0,0,0,0,0,10,4,9.1,685,16.7,62.5,72,72,11.9,13.6,2.8,0,5,6.6,54.2,39,12,13.3,72,6,36,82.3,0,3,76,0.0,105.7,0.0,0,0,0,0,8,5,6.6,670,9.3,72.0,107,107,17.7,3.8,1.99,0,0,0.0,67.3,72,18,6.5,107,5,36,69.9,0,0,111,0.0,94.9,0.0,0,0,0,0,2,1,0.9,783,7.3,0,49.1,106,106,17.5,28.9,2.85,0,28,24.1,42.5,45,16,13.5,106,7,45,91.0,0,7,116,0.0,101.6,0.0,0,0,0,0,18,8,6.9,1424,13.4,346,94.9,39,39,6.4,-2.7,1.65,0,0,0.0,92.3,36,4,2.7,39,1,7,68.3,0,0,39,0.0,93.8,0.0,0,0,0,0,1,0,0.0,174,4.5,46.4,28,28,4.6,29.3,2.86,0,5,15.2,39.3,11,4,15.4,28,2,11,72.2,0,1,33,0.0,101.2,0.0,0,0,0,0,5,2,6.1,280,10.0,42.9,21,21,3.5,14.6,2.46,0,0,0.0,38.1,8,3,11.1,21,1,8,37.8,0,0,22,0.0,73.3,0.0,0,0,0,0,1,4,18.2,119,5.7,87.5,24,24,4.0,5.2,2.08,0,0,0.0,79.2,19,0,9.5,24,2,12,76.7,0,0,24,,116.0,0.0,0,0,0,0,1,0,0.0,204,8.5,57.4,122,122,20.2,13.8,2.76,0,7,5.4,51.6,63,21,10.0,122,7,57,69.5,0,4,130,0.0,99.1,0.0,0,0,0,0,12,12,9.2,1021,8.4,0,95.8,24,24,4.0,-2.5,1.71,0,0,0.0,95.8,23,2,0.0,24,0,9,70.5,0,0,24,0.0,107.6,0.0,0,0,0,0,1,0,0.0,156,6.5,43.2,37,37,6.1,27.7,2.8,0,10,25.6,37.8,14,4,12.5,37,2,14,85.4,0,2,39,0.0,89.8,0.0,0,0,0,0,3,2,5.1,459,12.4,55.2,29,29,4.8,13.5,2.87,0,2,6.3,55.2,16,6,0.0,29,0,13,62.0,0,1,32,0.0,101.5,0.0,0,0,0,0,3,3,9.4,232,8.0,81.6,38,38,6.3,4.1,2.2,0,0,0.0,73.7,28,4,9.7,38,3,12,65.7,0,0,39,0.0,93.4,0.0,0,0,0,0,1,0,0.0,193,5.1,76.3,169,169,27.9,4.1,2.05,0,0,0.0,70.4,119,22,7.8,169,10,60,72.8,0,0,174,0.0,97.7,0.0,0,0,0,0,4,1,0.6,1180,7.0
Drake Maye,143969,QB,N CAROLINA,14,516,639,95.5,66,66,12.8,-3.6,1.91,0,0,0.0,93.9,62,11,1.6,66,1,14,65.3,0,1,67,0.0,90.8,0.0,0,0,0,0,2,1,1.5,322,4.9,96.6,59,59,11.4,-3.7,1.79,0,0,0.0,94.9,56,7,1.8,59,1,14,70.6,0,0,60,0.0,99.5,0.0,0,0,0,0,2,0,0.0,305,5.2,61.0,41,41,7.9,29.1,3.01,0,18,43.9,56.1,23,10,8.0,41,2,23,96.7,0,2,41,0.0,120.2,0.0,0,0,0,0,8,3,7.3,694,16.9,65.8,76,76,14.7,13.2,2.78,0,5,6.3,63.2,48,21,4.0,76,2,43,91.8,0,0,80,0.0,140.4,0.0,0,0,0,0,8,1,1.3,923,12.1,83.0,135,135,26.2,4.8,2.2,0,0,0.0,78.5,106,29,5.4,135,6,56,76.2,0,1,138,0.0,106.6,0.0,0,0,0,0,6,0,0.0,913,6.8,0,52.9,85,85,16.5,30.1,2.98,0,36,40.4,50.6,43,26,4.4,85,2,43,97.5,0,4,89,0.0,116.3,0.0,0,0,0,0,15,6,6.7,1331,15.7,245,100.0,1,1,0.2,-1.0,2.3,0,0,0.0,100.0,1,0,0.0,1,0,0,60.4,0,0,1,,79.2,0.0,0,0,0,0,0,0,0.0,2,2.0,50.0,22,22,4.3,27.4,3.07,0,9,39.1,50.0,11,9,0.0,22,0,11,93.3,0,2,23,0.0,97.5,0.0,0,0,0,0,4,2,8.7,330,15.0,80.0,20,20,3.9,13.1,3.04,0,1,5.0,70.0,14,6,12.5,20,2,11,92.5,0,0,20,0.0,141.7,0.0,0,0,0,0,3,0,0.0,200,10.0,91.2,34,34,6.6,5.3,1.88,0,0,0.0,85.3,29,3,6.5,34,2,12,68.6,0,0,34,0.0,96.6,0.0,0,0,0,0,0,0,0.0,244,7.2,66.1,124,124,24.0,13.4,2.83,0,9,6.9,59.7,74,38,9.8,124,8,65,92.0,0,0,130,0.0,129.7,0.0,0,0,0,0,13,3,2.3,1279,10.3,0,83.3,6,6,1.2,-2.7,2.97,0,0,0.0,83.3,5,4,0.0,6,0,0,37.4,0,1,6,0.0,39.6,0.0,0,0,0,0,0,1,16.7,15,2.5,40.9,22,22,4.3,34.7,2.85,0,9,36.0,40.9,9,7,0.0,22,0,9,93.1,0,0,25,0.0,127.8,0.0,0,0,0,0,3,1,4.0,307,14.0,57.1,28,28,5.4,14.0,2.82,0,3,10.0,42.9,12,11,25.0,28,4,11,68.5,0,0,30,0.0,84.8,0.0,0,0,0,0,2,2,6.7,156,5.6,81.3,32,32,6.2,4.3,2.44,0,0,0.0,78.1,25,10,3.8,32,1,13,71.9,0,1,34,0.0,90.6,0.0,0,0,0,0,1,1,2.9,204,6.4,84.1,201,201,39.0,4.8,2.19,0,0,0.0,79.6,160,42,5.3,201,9,81,77.1,0,2,206,0.0,102.3,0.0,0,0,0,0,7,1,0.5,1361,6.8
Kyle Vantrease,55029,QB,GA SOUTHRN,13,605,620,93.9,132,132,21.8,-2.8,1.58,0,0,0.0,90.9,120,10,3.2,132,4,34,73.1,0,0,135,0.0,115.8,0.0,0,0,0,0,10,0,0.0,757,5.7,93.8,96,96,15.9,-3.1,1.43,0,0,0.0,90.6,87,6,3.3,96,3,23,72.9,0,0,99,0.0,117.1,0.0,0,0,0,0,7,0,0.0,603,6.3,39.3,28,28,4.6,31.6,3.05,0,8,25.8,39.3,11,10,0.0,28,0,11,73.2,0,5,31,0.0,86.9,0.0,0,0,0,0,4,3,9.7,463,16.5,57.5,80,80,13.2,13.1,2.62,0,1,1.2,50.0,40,14,13.0,80,6,37,70.1,0,5,85,0.0,63.7,0.0,0,0,0,0,2,7,8.2,723,9.0,80.0,115,115,19.0,4.2,2.03,0,0,0.0,73.9,85,17,7.6,115,7,40,70.9,0,2,117,0.0,85.3,0.0,0,0,0,0,1,3,2.6,716,6.2,0,43.4,83,83,13.7,29.4,2.83,0,22,24.2,39.8,33,23,8.3,83,3,33,86.3,0,5,91,0.0,101.8,0.0,0,0,0,0,11,5,5.5,1166,14.0,174,90.5,21,21,3.5,-2.2,1.95,0,0,0.0,90.5,19,3,0.0,21,0,6,67.2,0,0,21,0.0,114.5,0.0,0,0,0,0,2,0,0.0,81,3.9,47.4,19,19,3.1,27.3,2.46,0,7,35.0,42.1,8,1,11.1,19,1,8,90.8,0,0,20,0.0,124.3,0.0,0,0,0,0,2,1,5.0,302,15.9,45.7,35,35,5.8,14.5,2.62,0,1,2.7,42.9,15,9,6.3,35,1,15,63.4,0,1,37,0.0,62.2,0.0,0,0,0,0,1,2,5.4,225,6.4,82.7,52,52,8.6,5.5,2.11,0,0,0.0,78.8,41,5,4.7,52,2,16,71.2,0,0,53,0.0,99.0,0.0,0,0,0,0,1,2,3.8,324,6.2,50.0,146,146,24.1,13.5,2.66,0,2,1.3,45.2,66,31,9.6,146,7,63,60.0,0,8,157,0.0,57.9,0.0,0,0,0,0,4,11,7.0,1116,7.6,0,100.0,15,15,2.5,-2.1,2.04,0,0,0.0,93.3,14,1,6.7,15,1,5,65.3,0,0,15,0.0,109.2,0.0,0,0,0,0,1,0,0.0,73,4.9,44.4,36,36,6.0,28.8,2.85,0,7,17.5,38.9,14,12,12.5,36,2,14,78.4,0,0,40,0.0,120.5,0.0,0,0,0,0,5,1,2.5,401,11.1,35.5,31,31,5.1,13.6,2.81,0,0,0.0,35.5,11,8,0.0,31,0,11,36.7,0,2,35,0.0,38.1,0.0,0,0,0,0,1,2,5.7,168,5.4,65.9,44,44,7.3,5.4,2.38,0,0,0.0,63.6,28,10,3.4,44,1,12,49.8,0,1,45,0.0,63.7,0.0,0,0,0,0,0,3,6.7,191,4.3,77.7,211,211,34.9,4.8,2.12,0,0,0.0,73.0,154,32,6.1,211,10,68,67.3,0,3,215,0.0,84.4,0.0,0,0,0,0,2,8,3.7,1231,5.8
Cam Ward,133244,QB,WASH STATE,13,501,591,94.1,119,119,23.8,-2.5,1.87,0,0,0.0,89.1,106,16,5.4,119,6,31,67.4,0,1,122,0.0,102.3,0.0,0,0,0,0,7,1,0.8,559,4.7,91.5,82,82,16.4,-2.7,1.87,0,0,0.0,87.8,72,9,4.0,82,3,23,63.0,0,1,84,0.0,105.6,0.0,0,0,0,0,6,1,1.2,386,4.7,30.8,13,13,2.6,32.1,4.38,0,2,14.3,23.1,3,6,25.0,13,1,3,28.0,0,4,14,0.0,22.4,0.0,0,0,0,0,0,4,28.6,109,8.4,65.3,49,49,9.8,13.1,3.02,0,1,2.0,61.2,30,16,6.3,49,2,26,83.8,0,1,50,0.0,102.3,0.0,0,0,0,0,2,2,4.0,518,10.6,82.9,123,123,24.6,4.7,2.29,0,0,0.0,74.0,91,22,10.8,123,11,44,75.2,0,2,129,0.0,97.1,0.0,0,0,0,0,4,1,0.8,866,7.0,0,27.9,43,43,8.6,29.7,3.53,0,7,14.9,25.6,11,14,8.3,43,1,11,37.5,0,4,47,0.0,41.6,0.0,0,0,0,0,2,5,10.6,390,9.1,341,100.0,21,21,4.2,-1.8,1.67,0,0,0.0,90.5,19,1,9.5,21,2,6,70.1,0,0,22,0.0,93.1,0.0,0,0,0,0,0,0,0.0,133,6.3,21.4,14,14,2.8,27.5,2.61,0,2,13.3,21.4,3,1,0.0,14,0,3,48.9,0,0,15,0.0,53.9,0.0,0,0,0,0,0,0,0.0,90,6.4,60.6,33,33,6.6,14.2,2.74,0,1,2.9,51.5,17,9,15.0,33,3,16,82.5,0,1,34,0.0,90.0,0.0,0,0,0,0,2,1,2.9,296,9.0,75.0,36,36,7.2,3.9,2.47,0,0,0.0,69.4,25,7,7.4,36,2,11,49.9,0,0,38,0.0,102.9,0.0,0,0,0,0,2,1,2.6,211,5.9,61.4,101,101,20.2,13.6,2.91,0,3,2.9,56.4,57,32,8.1,101,5,50,88.3,0,2,104,0.0,103.7,0.0,0,0,0,0,7,3,2.9,963,9.5,0,100.0,16,16,3.2,-2.4,2.11,0,0,0.0,93.8,15,6,6.3,16,1,2,69.3,0,0,16,0.0,100.0,0.0,0,0,0,0,1,0,0.0,40,2.5,31.3,16,16,3.2,29.6,3.65,0,3,16.7,31.3,5,7,0.0,16,0,5,56.2,0,0,18,0.0,117.4,0.0,0,0,0,0,2,1,5.6,191,11.9,52.6,19,19,3.8,13.8,2.93,0,1,5.0,52.6,10,7,0.0,19,0,8,77.4,0,0,20,0.0,118.2,0.0,0,0,0,0,3,0,0.0,149,7.8,82.5,40,40,8.0,4.3,2.59,0,0,0.0,77.5,31,13,6.1,40,2,11,58.2,0,0,41,0.0,99.9,0.0,0,0,0,0,1,1,2.4,239,6.0,81.4,199,199,39.7,4.4,2.38,0,0,0.0,73.9,147,42,9.3,199,15,66,67.5,0,2,208,0.0,98.7,0.0,0,0,0,0,7,3,1.4,1316,6.6
